source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Arijit Barman,"Four decades later, Bhopal burns again and this time, it’s Tarapur breathing the poison","Forty years after Bhopal suffered the worst industrial tragedy in modern times, the inhabitants of Tarapur village are exposed to the fumes of the toxic waste from the Union Carbide plant. As it gets incinerated, they complain of stinging eyes, hacking coughs…",https://economictimes.indiatimes.com/news/india/four-decades-later-bhopal-burns-again-and-this-time-its-tarapur-breathing-the-poison/articleshow/122133335.cms,"https://img.etimg.com/thumb/msid-122133478,width-1200,height-630,imgsize-244104,overlay-economictimes/articleshow.jpg",2025-06-28T17:32:57Z,"Tarapur, Madhya Pradesh. This small, nondescript hamlet of 4,500 has a big problem.In the haze of the mid-morning sun, crinkling your nose, you can smell it too, the moment you step foot inside the v… [+17848 chars]"
"{'id': None, 'name': 'Retailbankerinternational.com'}",GlobalData,Hybrid branch-bank models & digital inclusion in retail banking,Branches can evolve into digital‑physical hubs tailored for diverse customer segments and leverage mobile and agency banking to serve underserved urban and...,https://www.retailbankerinternational.com/comment/hybrid-branch-bank-models-digital-inclusion-in-retail-banking/,https://media.zenfs.com/en/retail_banker_international_407/065f460a131130d3448beb22c703d1f5,2025-06-28T12:39:34Z,"Retail banking has undergone profound shifts over the past decade. Digital channels have undeniably transformed service delivery and broadened financial inclusion. Yet, despite the rise of mobile ban… [+7592 chars]"
"{'id': None, 'name': 'Sarahwilson.com.au'}",admin,Why a White Picket Fence Adds Charm and Security to Your Home,"Certain house design components transcend the years, and of these, the white picket fence reigns supreme. It not only adds to aesthetic appeal but also provides a sense of security. This mix of beauty and defence is why so many homeowners choose to utilise th…",https://sarahwilson.com.au/why-a-white-picket-fence-adds-charm-and-security-to-your-home/,,2025-06-28T06:00:46Z,"Certain house design components transcendthe years, and of these, the whitepicket fence reigns supreme. It not only adds to aesthetic appeal but also provides a sense of security. This mix of beauty … [+4046 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sindhu Hariharan,‘Cities like Coimbatore hold potential to shine in a volatile world’,India's growth story in a volatile world highlighted at the businessline MSME Growth Conclave 2025 in Coimbatore.,https://www.thehindubusinessline.com/news/national/cities-like-coimbatore-hold-potential-to-shine-in-a-volatile-world/article69744585.ece,https://bl-i.thgim.com/public/incoming/7hohuv/article69745078.ece/alternates/LANDSCAPE_1200/kovai2_27.jpg,2025-06-27T13:53:50Z,"At a time when the world is going through a complex international environment and is seeing global volatility, Indias growth story can be steered not just by metros but also by cities like Coimbatore… [+1683 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,Looking for narrative stocks? These four themes look promising: Anand Radhakrishnan,"Anand Radhakrishnan of Sundaram Mutual Fund highlights key Indian market trends. Sustainability efforts are gaining traction. Manufacturing, especially defence, shows strength. Premium goods and services see rising demand. Technology disruption emerges in log…",https://economictimes.indiatimes.com/markets/expert-view/looking-for-narrative-stocks-these-four-themes-look-promising-anand-radhakrishnan/articleshow/122111976.cms,"https://img.etimg.com/thumb/msid-122111995,width-1200,height-630,imgsize-24928,overlay-etmarkets/articleshow.jpg",2025-06-27T10:57:12Z,"Anand Radhakrishnan, MD, Sundaram Mutual Fund, says Indian markets show interesting trends. Sustainability efforts gain traction. Manufacturing, especially defence, sees strength. Premium goods and s… [+5485 chars]"
"{'id': None, 'name': 'BBC News'}",Noel Sliney,What do Aston Villa need to do before the end of June?,"Aston Villa are one of only two Premier League clubs, along with Fulham, not to have signed or sold a first-team player so far this summer. Villa are widely considered to be the top-flight side most at risk of breaching the Premier League's profitability and …",https://www.bbc.com/sport/football/articles/cj9ve3gpl8do,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/9001/live/67220a80-533d-11f0-969a-d7b5de4417ae.jpg,2025-06-27T10:07:45Z,"Aston Villa are one of only two Premier League clubs, along with Fulham, not to have signed or sold a first-team player so far this summer.
Villa are widely considered to be the top-flight side most… [+1083 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",,"Decision on nominating next Fed chair not ‘imminent’, White House says",US dollar fell after report that Donald Trump could name nominee to succeed Jay Powell as soon as this summer,https://www.irishtimes.com/business/2025/06/27/decision-on-nominating-next-fed-chair-not-imminent-white-house-says/,https://www.irishtimes.com/resizer/v2/4ZNCDHOKH5UN55DCK6BW62BFTA.jpg?smart=true&auth=2b6addce3dfdf1872d71fba2931d61cf8e8b947671fd8f10cc8b34a798be5317&width=1200&height=630,2025-06-27T05:00:01Z,The White House has said a decision on nominating the next US Federal Reserve chief is not imminent after a report that Donald Trump could nominate a new chair as soon as this summer knocked the doll… [+3475 chars]
"{'id': None, 'name': 'BusinessLine'}",Sanjana B,L&T Technology Services opens new $2 million Engineering Design Centre in Texas,"The ITAR-compliant facility will initially house 100 engineers and aims to generate over 350 high-skilled jobs in critical sectors including mobility, cybersecurity, digital manufacturing, AI, and defence.",https://www.thehindubusinessline.com/info-tech/ltts-launches-texas-design-center-create-high-tech-jobs-us-expansion/article69740544.ece,https://bl-i.thgim.com/public/incoming/rvbe7t/article69741150.ece/alternates/LANDSCAPE_1200/1000248382.jpg,2025-06-27T02:30:00Z,"L&amp;T Technology Services (LTTS), a global engineering and technology services firm, has launched a new Engineering Design Center in Plano, Texas, backed by an initial investment of $2 million. The… [+2486 chars]"
"{'id': None, 'name': 'Statetimes.in'}",statetimes_editor,"Yogi Adityanath, Dr Jitendra lay foundation of Rs 1,000 cr ‘Green Data Centre’","STATE TIMES NEWS SAHIBABAD: Chief Minister Uttar Pradesh Yogi Adityanath and Union Science & Technology Minister , Dr Jitendra Singh on Thursday laid the foundation stone and performed the Bhumi Pujan of a state-of-the-art “Green Data Centre” – a collaboratio…",https://statetimes.in/yogi-adityanath-dr-jitendra-lay-foundation-of-rs-1000-cr-green-data-centre/,https://statetimes.in/wp-content/uploads/2025/06/jitendraff-1.jpg,2025-06-26T18:04:43Z,"STATE TIMES NEWS
SAHIBABAD: Chief Minister Uttar Pradesh Yogi Adityanath and Union Science &amp; Technology Minister , Dr Jitendra Singh on Thursday laid the foundation stone and performed the Bhumi… [+3233 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Simply Wall St,Hims & Hers Health (NYSE:HIMS) Faces Class Action After Partnership Termination With Novo Nordisk,"Hims & Hers Health (NYSE:HIMS) has experienced a tumultuous quarter, marked by Novo Nordisk's termination of their collaboration after allegations of unsafe ...",https://finance.yahoo.com/news/hims-hers-health-nyse-hims-180347016.html,https://media.zenfs.com/en/simply_wall_st__316/0fc6188304291c4515eba03ba128db49,2025-06-26T18:03:47Z,"Hims &amp; Hers Health has experienced a tumultuous quarter, marked by Novo Nordisk's termination of their collaboration after allegations of unsafe practices, resulting in a 35% drop in the company'… [+3642 chars]"
"{'id': None, 'name': 'Blog.gov.uk'}",UK Space Conference,Space businesses react as UK government unveils Industrial Strategy,Space business leaders say the UK’s Modern Industrial Strategy ‘sets the stage for timely and meaningful discussion at next month’s UK Space Conference’.,https://space.blog.gov.uk/2025/06/26/space-businesses-react-as-uk-government-unveils-industrial-strategy/,https://space.blog.gov.uk/wp-content/uploads/sites/129/2025/06/uk-from-space-esa_nasa.jpg,2025-06-26T15:28:18Z,"Space business leaders say the UK’s Modern Industrial Strategy ‘sets the stage for timely and meaningful discussion at next month’s UK Space Conference’.



Credit: ESA/NASA




As UK Space Conferen… [+10645 chars]"
"{'id': None, 'name': 'BusinessLine'}",Our Bureau,businessline growth conclave to focus on MSME role in defence supplies,"The fourth edition to be held in two cities, was kicked off in Bengaluru on June 25 and now it is coming to Coimbatore on June 27",https://www.thehindubusinessline.com/news/bl-growth-conclave-to-focus-on-msme-role-in-defence-supplies/article69740791.ece,https://bl-i.thgim.com/public/news/pn8nih/article69740797.ece/alternates/LANDSCAPE_1200/conclave.jpeg,2025-06-26T15:15:13Z,"To celebrate the work of micro, small and medium enterprises (MSMEs), businessline is hosting its annual MSME conclave. 
The fourth edition to be held in two cities, was kicked off in Bengaluru on J… [+2372 chars]"
"{'id': None, 'name': 'CNA'}",,Artificial intelligence’s adoption and regulation in focus at WEF’s Summer Davos,"World leaders want to move beyond theory and towards more real-world adoption of AI, but experts say challenges stand in the way of widening implementation.",https://www.channelnewsasia.com/east-asia/wef-summer-davos-tianjin-artificial-intelligence-climate-regulation-5202516,"https://dam.mediacorp.sg/image/upload/s--Z1LtASUu--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:cna,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2025/06/25/screenshot_2025-06-25_163751.png?itok=r_Ma1Uxz",2025-06-26T11:08:52Z,"However, industry players warn that momentum could stall, with financial and geopolitical concerns bringing competing priorities. 
The biggest constraint is resources for any country, especially in … [+1619 chars]"
"{'id': None, 'name': 'Naftemporiki.gr'}",Ελίζα Καραγιώργη,Greece’s gains from ReArm Europe,"In order to maximize Greece’s benefit from Europe’s new rearmament program and its implementation tools, increased defense spending should be directed toward well-designed investments with a high developmental impact—such as…
Greece’s gains from ReArm Europe …",https://www.naftemporiki.gr/english/1973483/greeces-gains-from-rearm-europe/,https://www.naftemporiki.gr/wp-content/uploads/2025/05/amyna.jpg,2025-06-26T08:56:18Z,"In order to maximize Greece’s benefit from Europe’s new rearmament program and its implementation tools, increased defense spending should be directed toward well-designed investments with a high dev… [+2016 chars]"
"{'id': None, 'name': 'EURACTIV'}","Eddy Wax, Nicoletta Ionta",Can anyone stop Manfred Weber?,"In today’s edition of The Capitals, read about France calling to rethink the 2040 climate target, Hungary threatening Pride-goers, and a bid to bring down the Commission rattling the ECR.",https://www.euractiv.com/section/politics/news/the-capitals-can-anyone-stop-manfred-weber/,https://www.euractiv.com/wp-content/uploads/sites/2/2025/06/New-10.png,2025-06-26T05:45:24Z,"EXCLUSIVE: Huaweis former senior public affairs manager is cooperating with investigators as they probe the Chinese tech giants EU lobbying practices, and whether these crossed the line into corrupti… [+13153 chars]"
"{'id': None, 'name': 'Www.gov.uk'}",Department for Business and Trade,New Trade Strategy to protect and boost British business,The strategy will make the UK the most connected nation in the world while protecting vital industries from global threats and backing businesses to thrive.,https://www.gov.uk/government/news/new-trade-strategy-to-protect-and-boost-british-business,https://assets.publishing.service.gov.uk/media/685bd2de89ba18761d9760d2/s960_UK_s_Trade_Strategy.png,2025-06-25T21:30:04Z,"New Trade Strategy to protect and boost British business 
<ul><li>Trade Strategy sets out how UK will unlock £5 billion for businesses and expand UKEF capacity to £80 billion, delivering growth as p… [+16439 chars]"
"{'id': None, 'name': 'Crikey'}",Rich James,Donald Trump secures NATO defence spending commitments in whirlwind trip,"The US president came and went in The Hague, using his brief stopover at the NATO summit to pressure member countries to up their defence spending. Back home, multiple rapid interest rate cuts are starting to look more likely.
The post Donald Trump secures NA…",http://www.crikey.com.au/2025/06/26/donald-trump-nato-summit-defence-spending-interest-rates/,https://www.crikey.com.au/wp-content/uploads/sites/3/2025/06/nato.jpg?quality=70&w=1024,2025-06-25T21:01:06Z,"NATO SPENDING AND ROWS OVER NUCLEAR DAMAGE
Having flown in amid a flurry of social media posts and swearing, US President Donald Trump is already on the plane back to America. Trump has left the NAT… [+13741 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,"Canada isn't looking to join EU, Carney says, but still wants closer ties",Prime Minister Mark Carney says Canada is “looking for a closer partnership” with the European Union — but not to become a member.,https://www.cbc.ca/news/politics/canada-eu-partnership-deepening-ties-1.7570680,https://i.cbc.ca/1.7570694.1750876200!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_1180/carney-europe-20250625.JPG?im=Resize%3D620,2025-06-25T20:02:48Z,"Prime Minister Mark Carney says Canada is ""looking for a closer partnership"" with the European Union but not to become a member.
While speaking from the NATO summit in the Netherlands  where he anno… [+3346 chars]"
"{'id': None, 'name': 'EURACTIV'}",Joshua Posaner,The Brief – Elon’s next blow up with Brussels,The rules aim to set the global benchmark for regulating rocket launches. But they are on a collision course with the major international companies – such as SpaceX – that already are capitalising on the space economy.,https://www.euractiv.com/section/politics/opinion/the-brief-elons-next-blow-up-with-brussels/,https://www.euractiv.com/wp-content/uploads/sites/2/2025/06/BT3-2.jpg,2025-06-25T15:39:40Z,"The EUs effort to expand its regulatory reach farther than ever before pits its policy wonks against a familiar foe: MAGAs Elon Musk. 
The SpaceX billionaire is no stranger to a scrap with Brussels … [+4140 chars]"
"{'id': None, 'name': 'EURACTIV'}",laurine.augere,Building Tomorrow: Addressing Europe's Construction Sector Challenges: EU Social Partners & Civil Society's Inputs,"Innovation & Enterprise
 

          


FIEC, EFBWW and EU experts summoned at the EESC to discuss potential solutions for the main challenges faced by the construction industry namely the housing crisis, the labour shortages and the forthcoming revision o…",http://pr.euractiv.com/node/270393,http://pr.euractiv.com/files/logo_pr.gif,2025-06-25T15:14:50Z,"FIEC, EFBWW and EU experts summoned at the EESC to discuss potential solutions for the main challenges faced by the construction industry namely the housing crisis, the labour shortages and the forth… [+4793 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sanjana B,"MSME Conclave: Create an ecosystem for MSMEs to thrive, says Karnataka IT Minister",Priyank Kharge emphasizes the need for a supportive ecosystem over subsidies to boost MSME growth at MSME Growth Conclave.,https://www.thehindubusinessline.com/portfolio/india-economy/msme-conclave-create-an-ecosystem-for-msmes-to-thrive-says-karnataka-it-minister/article69736388.ece,https://bl-i.thgim.com/public/incoming/650xut/article69736378.ece/alternates/LANDSCAPE_1200/WhatsApp%20Image%202025-06-25%20at%2018.20.25_1e1fad1b.jpg,2025-06-25T14:00:56Z,"Subsidies and incentives alone will not work, a proper ecosystem is needed to give the right push to the MSME sector to grow, said Priyank Kharge, Minister for Rural Development &amp; Panchayat Raj a… [+3030 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sanjana B,"Create an ecosystem for MSMEs to thrive, says Karnataka IT Minister",Priyank Kharge emphasizes the need for a supportive ecosystem over subsidies to boost MSME growth at MSME Growth Conclave.,https://www.thehindubusinessline.com/news/msme-conclave-create-an-ecosystem-for-msmes-to-thrive-says-karnataka-it-minister/article69736388.ece,https://bl-i.thgim.com/public/incoming/h57bog/article69736378.ece/alternates/LANDSCAPE_1200/WhatsApp%20Image%202025-06-25%20at%2018.20.25_1e1fad1b.jpg,2025-06-25T14:00:56Z,"Subsidies and incentives alone will not work, a proper ecosystem is needed to give the right push to the MSME sector to grow, said Priyank Kharge, Minister for Rural Development &amp; Panchayat Raj a… [+2720 chars]"
"{'id': None, 'name': 'Footballtoday.com'}",,Galatasaray eyeing moves for Aston Villa duo,"Galatasaray are reportedly preparing an ambitious double raid on Aston Villa as they target moves for goalkeeper Emiliano Martinez and left-back Lucas Digne, according to Foot Mercato.After the recent...",https://footballtoday.com/2025/06/25/galatasaray-eyeing-moves-for-aston-villa-duo/,https://photobooth-api.onefootball.com/api/screenshot/%2Fv2%2Fphotobooth%2Fcms%2Fen%2F41288777%3Fdate=2025-06-25,2025-06-25T09:10:00Z,"Galatasaray are reportedly preparing an ambitious double raid on Aston Villa as they target moves for goalkeeper Emiliano Martinez and left-back Lucas Digne, according to Foot Mercato.
After the rec… [+1626 chars]"
"{'id': None, 'name': 'EURACTIV'}",laurine.augere,European Parliament votes to take legal action after being excluded from decision-making process of EU defence funding,"Justice & Home Affairs
Today, members from the European Parliament committee on legal affairs voted to take legal action against the Council, for excluding the European Parliament from the decision-making process on the Security Action for Europe (SAFE) regu…",http://pr.euractiv.com/node/270383,http://pr.euractiv.com/files/logo_pr.gif,2025-06-25T07:02:38Z,"Today, members from the European Parliament committee on legal affairs voted to take legal action against the Council, for excluding the European Parliament from the decision-making process on the Se… [+4254 chars]"
"{'id': None, 'name': 'Csis.org'}",Tharishini Krishnan,Rethinking Sea Basing in East Sabah – Understanding Malaysia’s Strategic Shift to Mobile Maritime Platforms,"In early May this year, the Malaysian government considered replacing the Tun Sharifah Rodziah static offshore forward operating base with a Mobile Offshore Base (MOB). This shift in thinking is not merely a logistical upgrade but a timely and strategic recal…",https://amti.csis.org/rethinking-sea-basing-in-east-sabah-understanding-malaysias-strategic-shift-to-mobile-maritime-platforms/,https://amti.csis.org/wp-content/uploads/2025/06/GettyImages-1806490439_cropped.jpg,2025-06-24T18:21:55Z,"In early May this year, the Malaysian government considered replacing the Tun Sharifah Rodziah static offshore forward operating base with a Mobile Offshore Base (MOB). This shift in thinking is not … [+8782 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",CMI MARKET RESEARCH PRIVATE LIMITED,"[Latest] Global Fire Alarm Equipment Market Size/Share Worth USD 69,862.2 Million by 2034 at a 6.8% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Custom Market Insights, the demand analysis of Global Fire Alarm Equipment Market size & share revenue was valued at approximately USD 36,185.1 Million in 2024 and is expected to rea…",https://www.globenewswire.com/news-release/2025/06/24/3104555/0/en/Latest-Global-Fire-Alarm-Equipment-Market-Size-Share-Worth-USD-69-862-2-Million-by-2034-at-a-6-8-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trends-Forecast-Segment.html,https://ml.globenewswire.com/Resource/Download/74609d89-5437-4826-b7b8-31238ea2e65c,2025-06-24T16:30:00Z,"Austin, TX, USA, June 24, 2025 (GLOBE NEWSWIRE) -- Custom Market Insights has published a new research report titled Fire Alarm Equipment Market Size, Trends and Insights By Product Type (Smoke Detec… [+27641 chars]"
"{'id': None, 'name': 'BusinessLine'}",Our Bureau,businessline growth conclave to focus on MSMEs’ role in make in India,"Join businessline's annual MSME conclave celebrating the contributions of micro, small, and medium enterprises to Indian growth.",https://www.thehindubusinessline.com/news/businessline-growth-conclave-to-focus-on-msmes-role-in-make-in-india/article69732094.ece,https://bl-i.thgim.com/public/incoming/tjbwi5/article69732057.ece/alternates/LANDSCAPE_1200/msme%20logo.jpg,2025-06-24T13:19:26Z,"To celebrate the work of micro, small and medium enterprises (MSMEs), businessline is hosting its annual MSME conclave. The fourth edition to be held in two cities, Bengaluru (June 25) and Coimbatore… [+2470 chars]"
"{'id': None, 'name': 'BusinessLine'}",Anupama Ghosh,Markets end marginally higher after wild swings on West Asia ceasefire reports,"Adani Ports was the top gainer on the Nifty50, closing nearly 3% higher at ₹1,394, followed by Jio Financial Services, Shriram Finance, Grasim, and Tata Steel",https://www.thehindubusinessline.com/markets/stock-markets/markets-end-marginally-higher-after-wild-swings-on-west-asia-ceasefire-reports/article69731643.ece,https://bl-i.thgim.com/public/incoming/gr7sqr/article69731556.ece/alternates/LANDSCAPE_1200/IMG_iStock-943331302_2_1_15DELTPN.jpg,2025-06-24T11:45:42Z,The benchmarks closed with modest gains on Tuesday after a highly volatile session that saw sharp swings in both directions as investors reacted to changing geopolitical developments in West Asia and… [+4610 chars]
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Nikhil Agarwal,"Market Wrap: Sensex pares early highs, ends 158 points higher, Nifty above 25,000","After jumping over 1,100 points to cross 83,000-level, Sensex pared most of the gains and ended 158 points higher after Israel ordered attacks on Iran following ceasefire violation.",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-pares-early-highs-ends-158-points-higher-nifty-above-25000/articleshow/122045963.cms,"https://img.etimg.com/thumb/msid-122046035,width-1200,height-630,imgsize-92166,overlay-etmarkets/articleshow.jpg",2025-06-24T10:15:45Z,"After jumping over 1,100 points to cross 83,000-level, Sensex pared most of the gains and ended 158 points higher after Israel ordered attacks on Iran following ceasefire violation. Nifty ended the d… [+3230 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Business Wire,"Imperva Application Security Integrates API Detection and Response, Setting A New Standard in API Security","First unified, single-pane-of-glass platform to deliver real-time detection and mitigation of API threats, including Broken Object Level Authorization (BOLA) and other advanced business logic threats Offers flexible deployment across cloud and on-premise envi…",https://financialpost.com/pmn/business-wire-news-releases-pmn/imperva-application-security-integrates-api-detection-and-response-setting-a-new-standard-in-api-security,,2025-06-24T07:06:42Z,"THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city and across Canada.
<ul><li>Exclusive articles from Barbara Shecter, Joe O'Connor, Gabriel Friedman, … [+6830 chars]"
"{'id': None, 'name': 'EURACTIV'}","Eddy Wax, Nicoletta Ionta",Gates and Trump come to Europe,"In today’s edition of The Capitals, read about and so much more.",https://www.euractiv.com/section/politics/news/the-capitals-gates-and-trump-come-to-europe/,https://www.euractiv.com/wp-content/uploads/sites/2/2025/06/caps-gates-trump-1-1024x576.png,2025-06-24T05:22:05Z,"Welcome to the Capitals, your concise and comprehensive summary of European news from Eddy Wax and Nicoletta Ionta in Brussels. We welcome feedback and tips here. You can sign up here.
In today's ed… [+10607 chars]"
"{'id': None, 'name': 'EURACTIV'}","S&D - Socialists and Democrats, S&D - Socialists and Democrats",European Parliament votes to take legal action after being excluded from decision-making process of EU defence funding,"Today, members from the European Parliament committee on legal affairs voted to take legal action against the Council, for excluding the European Parliament from the decision-making process on the Security Action for Europe (SAFE) regulation*.",http://pr.euractiv.com/node/270375,http://pr.euractiv.com/files/logo_pr.gif,2025-06-23T23:00:00Z,"Today, members from the European Parliament committee on legal affairs voted to take legal action against the Council, for excluding the European Parliament from the decision-making process on the Se… [+4254 chars]"
"{'id': None, 'name': 'Anfieldindex.com'}",,Liverpool’s buy-back fee for Quansah disclosed,"Liverpool Insert Strategic Buy-Back as Quansah Completes Leverkusen SwitchStructured Exit, Lingering InvestmentThere is a particular elegance to a sale like this. Liverpool, ever attuned to the metric...",https://anfieldindex.com/83391/liverpools-buy-back-fee-for-quansah-disclosed.html,https://photobooth-api.onefootball.com/api/screenshot/%2Fv2%2Fphotobooth%2Fcms%2Fen%2F41282120%3Fdate=2025-06-23,2025-06-23T17:50:00Z,"Liverpool Insert Strategic Buy-Back as Quansah Completes Leverkusen Switch
Structured Exit, Lingering Investment
There is a particular elegance to a sale like this. Liverpool, ever attuned to the m… [+3294 chars]"
"{'id': None, 'name': 'Forbes'}","Marianne Lehnis, Contributor, 
 Marianne Lehnis, Contributor
 https://www.forbes.com/sites/mariannelehnis/",How A New Wave Of Defence Spending Is Helping Climate Innovators,Why Defence Dollars Might Be Climate Tech’s Secret Weapon,https://www.forbes.com/sites/mariannelehnis/2025/06/23/how-a-new-wave-of-defence-spending-is-helping-climate-innovators/,https://imageio.forbes.com/specials-images/imageserve/6859742572903b772dd9f7c4/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-06-23T15:37:20Z,"Ally LaTourelle Whitney, Founder of the Government Affairs Accelerator
IPO Club
As global powers escalate military spending, climate advocates are sounding the alarm: could this defence-first postu… [+5297 chars]"
"{'id': None, 'name': 'Esa.int'}",,Living Planet Symposium opens in Vienna,"ESA’s Living Planet Symposium, one of the world’s leading Earth observation conferences, opened today in Vienna.",https://www.esa.int/Applications/Observing_the_Earth/Living_Planet_Symposium_opens_in_Vienna,https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2025/06/living_planet_symposium_opens_in_vienna/26764090-2-eng-GB/Living_Planet_Symposium_opens_in_Vienna_pillars.jpg,2025-06-23T15:10:00Z,"Applications23/06/202529 views1 likes
ESAs Living Planet Symposium, one of the worlds leading Earth observation conferences, opened today in Vienna.
More than 6500 participants from almost 120 coun… [+4436 chars]"
"{'id': None, 'name': 'National Observer'}",Allison Jones,Ontario proposes will weaken impending new recycling rules over costs to producers,Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.,https://www.nationalobserver.com/2025/06/23/news/ontario-proposes-will-weaken-impending-new-recycling-rules-over-costs-producers,https://www.nationalobserver.com/sites/default/files/img/2025/06/23/d783d581c6068824db563bdde3055b277f2ea90112bb5b0f51c7cb4c4ddf80e4.jpg,2025-06-23T13:04:23Z,"Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.
The province bega… [+6658 chars]"
"{'id': None, 'name': 'National Observer'}",Allison Jones,Ontario proposes to weaken impending new recycling rules over costs to producers,Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.,https://www.nationalobserver.com/2025/06/23/news/ontario-proposes-weaken-impending-new-recycling-rules-over-costs-producers,https://www.nationalobserver.com/sites/default/files/img/2025/06/23/d783d581c6068824db563bdde3055b277f2ea90112bb5b0f51c7cb4c4ddf80e4.jpg,2025-06-23T13:04:23Z,"Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.
The province bega… [+6658 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,"After complaints about costs, Ontario proposes weakening incoming recycling rules",Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.,https://www.cbc.ca/news/canada/toronto/ontario-proposal-weakening-recycling-rules-1.7568275,https://i.cbc.ca/1.7568278.1750670705!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_1180/ont-recycling-20250623.jpg?im=Resize%3D620,2025-06-23T11:35:14Z,"Ontario Premier Doug Ford's government is proposing to weaken an impending slate of new recycling rules because producers of the materials said the system is getting too expensive.
The province bega… [+7149 chars]"
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Mark White,Arsenal transfer complete and to be announced in July: report,Arsenal are making big moves in the transfer window ahead of another title challenge,https://www.fourfourtwo.com/news/arsenal-transfer-news-complete-and-to-be-announced-in-july-report-signings-rumours-gossip-paper-talk-afc,https://cdn.mos.cms.futurecdn.net/eoCcN2bLHg7Hm92FRPUxXe.jpg,2025-06-23T11:22:25Z,"Arsenal have completed a summer signing set to be announced at the start of next month.
The Gunners are in the midst of a rebuild, having finished second in the Premier League for three seasons on t… [+2159 chars]"
"{'id': None, 'name': 'Grist'}",Tik Root,What one town learned by charging residents for every bag of trash,"The small town Plympton, Massachusetts, eliminated 305 tons of garbage a year by making everyone pay for what they toss.",http://grist.org/accountability/what-one-town-learned-by-charging-residents-for-every-bag-of-trash/,https://grist.org/wp-content/uploads/2025/06/trash-money.jpg?quality=75&strip=all,2025-06-23T08:30:00Z,"Until a few years ago, the town of Plympton, Massachusetts was quite literally throwing away money. People were producing so much trash that it was threatening to put the municipal transfer station o… [+5645 chars]"
"{'id': None, 'name': 'Danmcquillan.org'}",conferza,The role of the University is to resist AI,"Article URL: https://danmcquillan.org/cpct_seminar.html
Comments URL: https://news.ycombinator.com/item?id=44353422
Points: 3
# Comments: 0",https://danmcquillan.org/cpct_seminar.html,,2025-06-23T07:52:45Z,"Sun 22 June 2025
This is the text of a seminar given at the Goldsmiths Centre for Philosophy and Critical Thought on June 11th 2025
I would like to thank 
the Centre for Philosophy and Critical Th… [+19789 chars]"
"{'id': None, 'name': 'Mssv.net'}",,"Playing First Contact in Eclipse, a 3-Day Sci-Fi Larp",I confronted humanity’s place in the universe in an epic larp inspired by Interstellar and Arrival.,https://mssv.net/2025/06/15/playing-first-contact-in-eclipse-a-spectacular-3-day-sci-fi-larp/,https://i0.wp.com/mssv.net/wp-content/uploads/2025/06/eclipse-location-7.webp?fit=1200%2C718&ssl=1,2025-06-22T15:02:23Z,"Eclipse is a three-day sci-fi larp set in 2059. Earth has been wracked by environmental disasters, leading to widespread civil war. Humanitys hopes lie in the Eclipse space programme, established to … [+64220 chars]"
